Products,Prod_id,Cust_id,Sales,Order_Quan,Profit,Shipping_Cost,Product_Base_Margin,Customer_Segment
TELEPHONES AND COMMUNICATION,Prod_4,Cust_203,10474.641,16,2539.64,28.99,0.57,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_191,10992.641,41,2978.93,26.99,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_416,8358.641,14,2712.39,21.5,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1812,10305.641,20,2160.4,21.99,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_514,9404.641,41,4473.66,16.79,0.39,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_514,7049.641,54,4742.17,16.99,0.58,SMALL BUSINESS
COMPUTER PERIPHERALS,Prod_8,Cust_514,11213.641,32,4245.28,27.99,0.36,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1814,9206.641,24,2580.45,17.99,0.6,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_234,7886.641,13,2421.08,20.5,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_234,8072.641,30,3116.14,28.99,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_170,9802.641,56,3578.62,16.26,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_140,10174.641,28,2616.98,19.81,0.57,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_140,9880.641,19,2458.98,23.08,0.77,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1482,8948.641,50,2757.63,22.03,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1720,8795.641,22,3044.04,18.26,0.35,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_614,8667.641,19,2823.63,24.99,0.55,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_696,9966.641,38,3452.33,27.69,0.79,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_843,7774.641,24,2811.86,18.99,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1438,8419.641,35,2789.98,17.26,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_106,7505.641,52,3348.05,18.99,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_106,11185.641,31,3334.8,20.63,0.37,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1754,8659.641,30,3409,28.99,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1754,9996.641,39,3464.51,21.79,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1754,9810.641,10,2349.15,18.9,0.82,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_90,10144.641,34,3311.55,19,0.81,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1797,8135.641,32,3714.83,21.5,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_954,11258.641,49,2813.75,14.5,0.6,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_81,11000.641,50,4680.64,17.5,0.37,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_3,8937.641,39,4280.44,16.2,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_600,9672.641,57,3056.66,12.1,0.81,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1570,8224.641,18,2475.17,17.5,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_645,8894.641,17,3110.98,20.25,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1780,9984.641,19,2655.96,17.99,0.37,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1364,10970.641,28,3450.7,23.99,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1237,11085.641,37,3393.06,15,0.85,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1289,9102.641,45,3497.08,22.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_746,10061.641,26,3311.55,21.99,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1454,7131.641,25,2853.98,27.99,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_551,7231.641,53,3182.02,20.99,0.59,SMALL BUSINESS
PAPER,Prod_6,Cust_551,10587.641,13,2885.34,23.9,0.38,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1383,7450.641,16,3027.33,11.99,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1679,11180.641,49,3343.2,16.26,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1679,10471.641,20,3064.75,20.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_813,10244.641,53,3957.29,22.2,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1625,10936.641,10,2292.84,19.99,0.83,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_674,9904.641,56,3081.38,12.25,0.37,CORPORATE
PENS & ART SUPPLIES,Prod_13,Cust_632,683.641,26,35.82,2.99,0.46,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_674,8518.641,50,4326.7,17.5,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_764,8014.641,52,3671.91,22.78,0.38,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_331,10172.641,20,2541.78,19.99,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1775,9701.641,20,3030.11,29.99,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_512,7327.641,38,2279.69,22.63,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_523,7431.641,21,2837.32,24.26,0.59,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1721,7624.641,39,3873.48,19.26,0.83,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_521,11069.641,55,5758.4,21.99,0.37,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_521,10197.641,11,2098.28,20.79,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1284,9213.641,26,3320.94,18.99,0.6,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1284,8018.641,42,4111.09,14.5,0.38,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1284,8127.641,10,2204.3,24.99,0.39,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1547,8510.641,37,4687.66,16,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1087,8041.641,28,3045.25,15.9,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1467,10716.641,54,4628.87,19.5,0.56,SMALL BUSINESS
PAPER,Prod_6,Cust_1467,8077.641,31,2899.17,17.1,0.36,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1467,8291.641,33,2968.23,24.8,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1615,7737.641,34,3898.58,24.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1615,9815.641,53,3415.33,15.5,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_314,9781.641,15,2953.94,18.99,0.37,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_559,9245.641,41,3387.06,16.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_535,8827.641,48,4705.23,21.99,0.83,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_569,10601.641,29,2993.15,18.99,0.39,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1430,8749.641,44,4485.48,17.99,0.37,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_683,7778.641,34,2922.57,19,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1526,9555.641,27,2958.77,20.25,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1573,8757.641,23,3154.75,23.99,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1165,10531.641,46,4242.34,18.92,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1170,11048.641,37,3100.73,23.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_861,11056.641,16,2721.47,25.8,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_936,10233.641,32,2390.99,17.99,0.59,HOME OFFICE
PAPER,Prod_6,Cust_936,10305.641,20,3170.89,16.2,0.37,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_936,10875.641,17,3116.6,22.99,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_47,7394.641,22,3162.56,23.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1169,7786.641,20,2821.63,26.99,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1337,7681.641,50,4615.2,28.99,0.58,HOME OFFICE
PAPER,Prod_6,Cust_1337,10920.641,51,3314.59,14.99,0.36,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1337,7838.641,46,3623.71,17.99,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_942,7721.641,46,2080.23,18.63,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_942,10816.641,11,2663.58,23.08,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_942,7966.641,26,3172.35,25.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1341,11102.641,13,3005.59,20.99,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1341,8210.641,32,2960.11,21.99,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1341,7921.641,20,2650.99,28.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1021,7466.641,13,2907.54,22.5,0.6,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1478,9910.641,31,3107.65,23.99,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_842,8113.641,24,3116.82,18.3,0.59,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1443,8519.641,16,2560.43,23.99,0.81,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1443,10856.641,25,3044.42,18.99,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_968,10551.641,41,3557.56,22.3,0.6,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_48,8016.641,13,2935.15,21.99,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_79,7079.641,21,2939.65,28.99,0.8,CORPORATE
PAPER,Prod_6,Cust_79,11323.641,31,3372.64,18.79,0.4,CORPORATE
VENDING MACHINE,Prod_1,Cust_79,9588.641,14,2768.57,14.5,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_25,9338.641,36,2923.18,17.1,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_774,8223.641,56,4477.67,20.99,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_445,9803.641,18,2493.03,17.92,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_445,7715.641,31,3109.59,22.92,0.57,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_445,11334.641,22,2879.68,24.9,0.81,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_445,9304.641,51,5422.31,25.99,0.6,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_491,8494.641,25,3326.85,22.3,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1685,11034.641,48,3551.75,16.79,0.8,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1685,8772.641,44,3797.06,18.92,0.35,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1173,10498.641,39,2912.02,18.03,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1173,9345.641,52,3421.87,17.26,0.35,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1437,7437.641,41,4116.89,24.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1437,10009.641,18,2617.43,23.99,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1445,7084.641,21,2776.95,20.59,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1445,10881.641,28,2541.82,11.99,0.57,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1466,8637.641,15,2693.2,19.99,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_502,9223.641,46,3673.81,23.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_492,9265.641,13,3000.33,15.25,0.36,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_691,10575.641,12,2031.24,16.26,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_840,8962.641,44,2575.81,18.03,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_657,7718.641,48,2773.49,18.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_657,7927.641,42,3825.19,19.99,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_657,10792.641,25,3045.4,18.26,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1781,8682.641,35,3869.96,11.99,0.57,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1781,8872.641,48,3062.84,16.99,0.39,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_208,11246.641,51,3435.09,17.99,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1151,10131.641,31,2922.53,20.3,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_869,7454.641,39,3020.35,12.25,0.6,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1205,9279.641,54,3392.32,18.2,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_139,9689.641,12,2583.56,17.03,0.6,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_864,8886.641,57,3061.59,23.81,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1813,7256.641,22,2574,25.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1813,7353.641,39,2994.3,19.5,0.57,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1813,9658.641,53,3549.5,21.99,0.38,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_511,10488.641,13,2806.97,24.8,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_487,7218.641,46,3104.96,13.1,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_487,9159.641,36,3063.73,19.5,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_487,7612.641,28,2989.36,19.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_487,7479.641,42,4173.13,18.2,0.58,CORPORATE
VENDING MACHINE,Prod_1,Cust_487,7060.641,17,2821.78,18.3,0.83,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1149,9075.641,25,2957.25,28.99,0.58,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1149,8639.641,44,2648.52,19.03,0.36,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1149,8714.641,43,4156.5,19.2,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_505,9353.641,23,2962.54,21.99,0.59,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_93,10090.641,51,3500.35,23.99,0.59,CORPORATE
PAPER,Prod_6,Cust_93,7893.641,20,2933.95,19.5,0.39,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1670,7115.641,13,2464.56,24.99,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1670,10827.641,36,3251.12,23.99,0.55,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1683,8533.641,41,4279.21,16.2,0.55,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_1683,10316.641,48,3571.2,20.1,0.83,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_477,10387.641,16,2800.3,16.99,0.56,HOME OFFICE
PAPER,Prod_6,Cust_477,9120.641,45,4832.78,22.99,0.4,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1207,9122.641,27,3030.91,25.69,0.56,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_872,8754.641,24,2768.81,23.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1495,8235.641,40,4641.97,20.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_150,8652.641,17,2681.5,27.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_153,10392.641,30,2492.87,23.03,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1330,10166.641,40,3707.17,22.9,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1817,9389.641,37,3821.72,20.99,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1771,7636.641,15,2947.88,16.81,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_73,8698.641,28,3054.57,20.92,0.58,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_73,9628.641,14,3005.8,25.99,0.38,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_73,8964.641,39,2995.93,26.99,0.83,CORPORATE
VENDING MACHINE,Prod_1,Cust_73,11133.641,13,2874.12,16.9,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_941,7748.641,19,2495.95,21,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1673,11063.641,10,2345.44,20.99,0.8,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1673,8901.641,25,2930.99,20.5,0.38,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_563,10931.641,50,4218.45,22.23,0.83,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_681,9122.641,36,2662.56,17.81,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_681,7452.641,39,3851.48,24.99,0.57,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_681,9259.641,36,3018.45,18.99,0.35,SMALL BUSINESS
COMPUTER PERIPHERALS,Prod_8,Cust_681,9202.641,44,3749.95,19.8,0.45,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_89,7546.641,25,2729.59,19.99,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_89,11023.641,42,3886.58,17.92,0.59,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1210,7188.641,49,3614.22,14.3,0.6,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1192,10803.641,51,2904.79,26.59,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1192,10947.641,17,2768.26,15.81,0.57,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_503,8340.641,42,3665.78,21.5,0.36,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_503,9711.641,16,2798.01,20.08,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_274,9229.641,27,3247.31,16.5,0.37,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_541,8593.641,33,3216.35,29.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_526,8646.641,12,2836.1,19.03,0.55,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_554,7957.641,50,4186.15,20.99,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1416,7909.641,45,2941.22,19.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1416,9397.641,45,2510.16,24,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1493,9645.641,37,3290.89,22.99,0.38,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1493,7910.641,34,2678.95,17.3,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_229,11205.641,25,3368.74,18.5,0.6,CORPORATE
PAPER,Prod_6,Cust_229,8201.641,23,3606.82,13.5,0.37,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1791,9815.641,12,1963.09,23.99,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1791,11214.641,37,3675.06,27.99,0.56,SMALL BUSINESS
PAPER,Prod_6,Cust_1791,8605.641,32,3672.24,15.23,0.36,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_524,7153.641,54,4031.33,28.08,0.38,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_46,8098.641,19,2862.61,20.99,0.55,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_63,8377.641,33,4194.37,20.2,0.6,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_63,10880.641,58,4520.91,19.9,0.59,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1136,8588.641,26,3463.77,28.99,0.36,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1496,7958.641,20,2966.4,13.99,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1496,8227.641,45,3155.53,21.63,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1496,9200.641,49,3885.44,18.9,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1686,8936.641,11,2925.05,18.99,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1678,8175.641,30,3157.75,24.99,0.81,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_255,8203.641,23,3867.5,22.99,0.6,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_796,11274.641,10,2332.75,24.99,0.36,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_164,7163.641,24,2761.95,12.99,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1012,10084.641,33,3382.39,17.25,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_412,10791.641,42,4463.41,21.5,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_638,8832.641,30,3750.18,19.99,0.58,SMALL BUSINESS
COMPUTER PERIPHERALS,Prod_8,Cust_1598,11196.641,24,2908.09,27.99,0.52,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_887,9099.641,15,2749.18,19,0.6,CORPORATE
VENDING MACHINE,Prod_1,Cust_692,8207.641,28,2814.77,20.08,0.81,CORPORATE
VENDING MACHINE,Prod_1,Cust_887,8035.641,51,5408.46,24.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_887,7311.641,48,5100.24,15.99,0.59,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1372,8138.641,46,4351.34,17.5,0.55,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1371,10696.641,21,3182.17,25.99,0.58,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_144,9343.641,46,2601.53,25.03,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_451,9226.641,18,2593.99,19.5,0.56,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_594,10710.641,29,3115.41,19.99,0.6,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_88,8001.641,26,3779.03,18.26,0.81,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_88,8760.641,11,2791.32,16.9,0.58,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_134,8797.641,34,3774.51,19.69,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1647,8784.641,13,2516.35,20.5,0.57,CORPORATE
VENDING MACHINE,Prod_1,Cust_395,7500.641,17,2748.49,21.99,0.67,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_798,9249.641,23,3272.45,16.99,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_798,10660.641,42,3902.82,18.3,0.58,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_798,10684.641,15,2961.47,20.99,0.85,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_798,10132.641,52,4037.82,17.5,0.59,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_798,11174.641,33,3847.44,19.26,0.82,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1202,8916.641,52,5020.4,22.08,0.6,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_488,9652.641,11,3157.67,21.03,0.85,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1003,10907.641,47,3217.89,13.25,0.57,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_145,9977.641,12,2402.31,17.2,0.57,CORPORATE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1137,9687.641,10,2865.6,18.99,0.56,HOME OFFICE
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1141,9293.641,16,3054.91,23.3,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1651,10914.641,10,2482.67,23.99,0.58,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1198,8484.641,48,4350.75,23.99,0.35,SMALL BUSINESS
TELEPHONES AND COMMUNICATION,Prod_4,Cust_1191,8452.641,21,3082.56,23.08,0.57,CORPORATE
